Ruta,Dia,Tiempo_recorrido_min,Pasajeros,Clima
Ruta 5,Jueves,30,40,Soleado
Ruta 4,Martes,18,5,Nublado
Ruta 3,Domingo,18,13,Lluvioso
Ruta 1,Jueves,49,34,Lluvioso
Ruta 2,Viernes,39,30,Nublado
Ruta 4,Lunes,58,35,Soleado
Ruta 2,Jueves,22,34,Lluvioso
Ruta 2,Miércoles,45,21,Soleado
Ruta 4,Martes,58,11,Lluvioso
Ruta 2,Martes,54,21,Nublado
Ruta 1,Sábado,38,47,Soleado
Ruta 4,Sábado,28,42,Soleado
Ruta 1,Domingo,21,32,Nublado
Ruta 5,Miércoles,60,19,Soleado
Ruta 2,Sábado,59,20,Lluvioso
Ruta 3,Sábado,49,30,Lluvioso
Ruta 1,Miércoles,57,5,Lluvioso
Ruta 3,Lunes,31,13,Nublado
Ruta 5,Jueves,60,38,Nublado
Ruta 5,Martes,46,6,Lluvioso
Ruta 5,Jueves,16,49,Lluvioso
Ruta 1,Miércoles,37,7,Nublado
Ruta 2,Viernes,47,40,Nublado
Ruta 3,Domingo,39,22,Nublado
Ruta 1,Miércoles,24,32,Nublado
Ruta 3,Sábado,25,42,Soleado
Ruta 1,Sábado,25,27,Nublado
Ruta 3,Domingo,33,25,Nublado
Ruta 1,Martes,23,19,Nublado
Ruta 5,Domingo,47,31,Lluvioso
Ruta 2,Jueves,53,47,Nublado
Ruta 3,Miércoles,57,47,Lluvioso
Ruta 3,Jueves,51,37,Nublado
Ruta 5,Jueves,49,23,Lluvioso
Ruta 4,Viernes,50,8,Lluvioso
Ruta 2,Sábado,35,13,Nublado
Ruta 3,Lunes,55,34,Nublado
Ruta 4,Miércoles,25,24,Soleado
Ruta 2,Jueves,45,22,Soleado
Ruta 2,Jueves,40,34,Nublado
Ruta 4,Sábado,40,35,Soleado
Ruta 4,Jueves,51,34,Nublado
Ruta 4,Domingo,27,44,Lluvioso
Ruta 1,Lunes,17,49,Lluvioso
Ruta 1,Jueves,58,14,Soleado
Ruta 2,Sábado,22,43,Soleado
Ruta 5,Martes,28,18,Soleado
Ruta 3,Viernes,15,21,Soleado
Ruta 5,Lunes,53,16,Nublado
Ruta 4,Martes,53,6,Soleado
Ruta 5,Viernes,18,14,Nublado
Ruta 5,Viernes,27,17,Lluvioso
Ruta 5,Domingo,48,50,Lluvioso
Ruta 5,Sábado,17,34,Lluvioso
Ruta 4,Miércoles,22,36,Nublado
Ruta 2,Miércoles,22,29,Lluvioso
Ruta 2,Martes,23,46,Nublado
Ruta 5,Jueves,53,5,Soleado
Ruta 5,Lunes,40,18,Soleado
Ruta 1,Lunes,25,30,Soleado
Ruta 2,Lunes,28,23,Nublado
Ruta 5,Jueves,40,20,Lluvioso
Ruta 2,Domingo,45,11,Lluvioso
Ruta 3,Lunes,42,24,Soleado
Ruta 2,Martes,25,25,Soleado
Ruta 5,Lunes,19,19,Nublado
Ruta 4,Lunes,59,38,Nublado
Ruta 1,Sábado,36,38,Nublado
Ruta 1,Martes,50,48,Soleado
Ruta 4,Martes,21,32,Nublado
Ruta 5,Martes,46,21,Lluvioso
Ruta 5,Viernes,49,15,Lluvioso
Ruta 2,Lunes,55,40,Soleado
Ruta 3,Miércoles,40,14,Lluvioso
Ruta 3,Sábado,53,12,Soleado
Ruta 3,Miércoles,18,31,Soleado
Ruta 3,Sábado,19,10,Lluvioso
Ruta 2,Miércoles,34,19,Lluvioso
Ruta 1,Viernes,23,41,Nublado
Ruta 5,Lunes,20,30,Soleado
Ruta 2,Domingo,39,49,Lluvioso
Ruta 3,Miércoles,40,5,Soleado
Ruta 1,Sábado,23,47,Nublado
Ruta 5,Miércoles,23,48,Nublado
Ruta 1,Lunes,30,28,Nublado
Ruta 2,Sábado,18,21,Lluvioso
Ruta 3,Martes,34,38,Lluvioso
Ruta 5,Sábado,35,47,Lluvioso
Ruta 4,Martes,33,9,Soleado
Ruta 5,Miércoles,17,26,Nublado
Ruta 2,Jueves,43,12,Soleado
Ruta 3,Sábado,16,49,Nublado
Ruta 5,Miércoles,26,39,Nublado
Ruta 1,Martes,46,34,Lluvioso
Ruta 5,Viernes,46,14,Lluvioso
Ruta 4,Martes,41,36,Lluvioso
Ruta 5,Domingo,50,20,Soleado
Ruta 3,Sábado,44,42,Nublado
Ruta 3,Martes,15,17,Nublado
Ruta 4,Sábado,23,29,Nublado
Ruta 3,Miércoles,25,8,Lluvioso
Ruta 4,Sábado,16,7,Soleado
Ruta 2,Miércoles,21,37,Soleado
Ruta 4,Jueves,39,32,Soleado
Ruta 2,Miércoles,42,15,Lluvioso
Ruta 3,Viernes,26,50,Soleado
Ruta 1,Martes,57,23,Nublado
Ruta 4,Lunes,36,46,Nublado
Ruta 5,Jueves,43,43,Lluvioso
Ruta 5,Jueves,58,40,Lluvioso
Ruta 1,Viernes,31,17,Lluvioso
Ruta 2,Jueves,17,29,Nublado
Ruta 3,Miércoles,56,9,Soleado
Ruta 5,Viernes,28,25,Soleado
Ruta 1,Jueves,18,41,Lluvioso
Ruta 3,Viernes,59,9,Nublado
Ruta 3,Jueves,37,13,Nublado
Ruta 2,Miércoles,43,8,Soleado
Ruta 2,Jueves,53,19,Lluvioso
Ruta 1,Sábado,59,22,Soleado
Ruta 5,Lunes,33,42,Soleado
Ruta 5,Martes,17,11,Nublado
Ruta 1,Martes,52,36,Soleado
Ruta 4,Jueves,53,16,Soleado
Ruta 5,Martes,51,11,Soleado
Ruta 4,Jueves,30,18,Nublado
Ruta 3,Domingo,45,50,Nublado
Ruta 5,Domingo,54,19,Lluvioso
Ruta 4,Martes,15,9,Nublado
Ruta 1,Domingo,53,13,Lluvioso
Ruta 3,Sábado,29,36,Lluvioso
Ruta 1,Domingo,22,41,Lluvioso
Ruta 2,Lunes,39,25,Lluvioso
Ruta 4,Viernes,54,43,Nublado
Ruta 2,Jueves,32,27,Lluvioso
Ruta 1,Sábado,51,15,Lluvioso
Ruta 4,Martes,56,41,Soleado
Ruta 5,Domingo,46,27,Soleado
Ruta 2,Viernes,51,23,Nublado
Ruta 2,Domingo,24,45,Soleado
Ruta 5,Jueves,42,38,Nublado
Ruta 1,Sábado,55,7,Lluvioso
Ruta 2,Domingo,21,15,Soleado
Ruta 1,Sábado,40,34,Soleado
Ruta 5,Lunes,52,20,Soleado
Ruta 1,Domingo,24,19,Nublado
Ruta 5,Lunes,27,15,Lluvioso
Ruta 2,Sábado,45,41,Nublado
Ruta 3,Viernes,58,22,Soleado
Ruta 3,Sábado,31,25,Soleado
Ruta 2,Lunes,28,50,Lluvioso
Ruta 5,Martes,57,45,Lluvioso
Ruta 5,Domingo,43,20,Lluvioso
Ruta 4,Sábado,54,23,Lluvioso
Ruta 2,Sábado,24,25,Nublado
Ruta 1,Miércoles,36,22,Soleado
Ruta 1,Martes,37,28,Nublado
Ruta 4,Domingo,23,35,Nublado
Ruta 5,Lunes,23,24,Lluvioso
Ruta 1,Viernes,47,10,Soleado
Ruta 1,Viernes,18,7,Nublado
Ruta 2,Domingo,17,38,Soleado
Ruta 2,Domingo,22,13,Lluvioso
Ruta 2,Viernes,34,6,Nublado
Ruta 4,Sábado,50,49,Nublado
Ruta 4,Viernes,45,24,Lluvioso
Ruta 4,Sábado,42,36,Soleado
Ruta 2,Miércoles,47,23,Lluvioso
Ruta 5,Lunes,24,26,Lluvioso
Ruta 5,Lunes,35,11,Lluvioso
Ruta 4,Viernes,43,39,Soleado
Ruta 3,Viernes,27,13,Soleado
Ruta 2,Miércoles,29,23,Nublado
Ruta 5,Domingo,33,36,Soleado
Ruta 4,Viernes,28,21,Lluvioso
Ruta 2,Sábado,34,43,Lluvioso
Ruta 4,Viernes,40,8,Nublado
Ruta 1,Viernes,19,26,Lluvioso
Ruta 5,Sábado,32,7,Nublado
Ruta 1,Lunes,42,10,Nublado
Ruta 3,Miércoles,58,28,Lluvioso
Ruta 5,Viernes,16,8,Nublado
Ruta 1,Sábado,59,15,Soleado
Ruta 5,Lunes,45,37,Soleado
Ruta 5,Jueves,48,40,Nublado
Ruta 3,Sábado,33,7,Lluvioso
Ruta 5,Sábado,35,25,Soleado
Ruta 2,Viernes,24,29,Lluvioso
Ruta 1,Jueves,34,19,Soleado
Ruta 2,Jueves,29,13,Soleado
Ruta 4,Jueves,58,14,Nublado
Ruta 3,Jueves,26,8,Soleado
Ruta 1,Domingo,34,8,Nublado
Ruta 3,Sábado,28,46,Nublado
Ruta 2,Miércoles,35,14,Nublado
Ruta 1,Viernes,16,38,Lluvioso
Ruta 3,Lunes,44,45,Lluvioso
Ruta 5,Lunes,60,43,Nublado
Ruta 5,Viernes,24,26,Soleado
Ruta 2,Lunes,17,25,Soleado
Ruta 1,Sábado,33,46,Soleado
Ruta 1,Martes,26,41,Nublado
Ruta 4,Miércoles,35,50,Nublado
Ruta 4,Sábado,52,46,Lluvioso
Ruta 2,Miércoles,29,22,Nublado
Ruta 4,Lunes,22,13,Soleado
Ruta 1,Viernes,35,11,Nublado
Ruta 3,Domingo,36,39,Soleado
Ruta 1,Domingo,50,13,Lluvioso
Ruta 1,Sábado,23,6,Lluvioso
Ruta 5,Sábado,47,40,Soleado
Ruta 1,Jueves,37,24,Soleado
Ruta 4,Miércoles,19,38,Soleado
Ruta 4,Jueves,25,13,Nublado
Ruta 4,Domingo,44,23,Soleado
Ruta 4,Martes,29,40,Soleado
Ruta 4,Lunes,18,36,Soleado
Ruta 5,Viernes,21,49,Nublado
Ruta 2,Miércoles,32,19,Lluvioso
Ruta 3,Lunes,20,14,Lluvioso
Ruta 3,Domingo,30,48,Nublado
Ruta 4,Viernes,21,36,Nublado
Ruta 3,Jueves,32,34,Lluvioso
Ruta 3,Jueves,34,14,Soleado
Ruta 3,Domingo,57,32,Nublado
Ruta 1,Viernes,51,38,Nublado
Ruta 1,Jueves,26,30,Nublado
Ruta 4,Viernes,19,7,Lluvioso
Ruta 2,Martes,60,13,Soleado
Ruta 5,Lunes,28,12,Lluvioso
Ruta 2,Martes,27,5,Nublado
Ruta 5,Miércoles,60,33,Lluvioso
Ruta 2,Viernes,34,22,Soleado
Ruta 4,Martes,51,41,Soleado
Ruta 4,Miércoles,44,46,Nublado
Ruta 3,Jueves,34,43,Soleado
Ruta 4,Domingo,50,31,Nublado
Ruta 3,Jueves,41,6,Soleado
Ruta 1,Martes,28,31,Lluvioso
Ruta 3,Domingo,47,17,Nublado
Ruta 1,Martes,27,21,Soleado
Ruta 3,Sábado,52,43,Nublado
Ruta 1,Miércoles,24,39,Nublado
Ruta 3,Lunes,56,11,Nublado
Ruta 4,Martes,49,6,Nublado
Ruta 3,Jueves,16,38,Lluvioso
Ruta 3,Jueves,53,43,Lluvioso
Ruta 5,Domingo,59,10,Nublado
Ruta 1,Jueves,50,23,Soleado
Ruta 5,Domingo,28,27,Soleado
Ruta 2,Martes,45,50,Lluvioso
Ruta 5,Jueves,37,24,Lluvioso
Ruta 1,Martes,32,23,Soleado
Ruta 1,Viernes,45,43,Soleado
Ruta 4,Domingo,59,50,Lluvioso
Ruta 1,Viernes,57,48,Lluvioso
Ruta 1,Lunes,57,23,Lluvioso
Ruta 3,Viernes,29,43,Soleado
Ruta 4,Lunes,27,7,Soleado
Ruta 2,Martes,32,12,Nublado
Ruta 3,Jueves,52,40,Soleado
Ruta 5,Viernes,41,6,Soleado
Ruta 2,Viernes,17,37,Lluvioso
Ruta 4,Jueves,38,35,Lluvioso
Ruta 4,Martes,15,33,Nublado
Ruta 2,Lunes,28,33,Nublado
Ruta 5,Viernes,43,42,Lluvioso
Ruta 5,Miércoles,52,17,Lluvioso
Ruta 1,Lunes,53,26,Nublado
Ruta 1,Jueves,18,38,Lluvioso
Ruta 5,Miércoles,39,5,Lluvioso
Ruta 3,Martes,32,49,Lluvioso
Ruta 4,Lunes,22,5,Soleado
Ruta 3,Sábado,29,49,Soleado
Ruta 5,Martes,60,31,Nublado
Ruta 2,Domingo,33,14,Lluvioso
Ruta 3,Martes,57,35,Nublado
Ruta 3,Miércoles,55,7,Nublado
Ruta 5,Domingo,45,38,Soleado
Ruta 1,Sábado,34,43,Nublado
Ruta 5,Domingo,36,29,Soleado
Ruta 5,Viernes,22,46,Lluvioso
Ruta 1,Domingo,54,40,Lluvioso
Ruta 5,Jueves,35,22,Nublado
Ruta 1,Sábado,47,27,Soleado
Ruta 5,Lunes,21,21,Soleado
Ruta 3,Jueves,33,17,Nublado
Ruta 2,Viernes,58,24,Soleado
Ruta 5,Domingo,31,41,Nublado
Ruta 4,Miércoles,57,12,Nublado
Ruta 5,Martes,53,7,Soleado
Ruta 3,Jueves,30,27,Lluvioso
Ruta 3,Miércoles,26,5,Nublado
Ruta 5,Miércoles,53,13,Soleado
Ruta 1,Martes,22,12,Soleado
Ruta 1,Domingo,16,40,Lluvioso
Ruta 2,Domingo,38,40,Soleado
Ruta 5,Miércoles,15,38,Nublado
Ruta 5,Sábado,29,11,Lluvioso
Ruta 4,Martes,30,39,Lluvioso
Ruta 5,Viernes,29,14,Lluvioso
Ruta 1,Martes,47,31,Lluvioso
Ruta 1,Martes,28,36,Lluvioso
Ruta 1,Viernes,27,30,Soleado
Ruta 4,Miércoles,18,33,Nublado
Ruta 3,Sábado,60,29,Soleado
Ruta 4,Lunes,16,29,Nublado
Ruta 3,Viernes,17,36,Nublado
Ruta 3,Lunes,50,8,Nublado
Ruta 5,Viernes,32,43,Lluvioso
Ruta 2,Lunes,35,10,Nublado
Ruta 2,Martes,23,38,Nublado
Ruta 1,Domingo,29,21,Lluvioso
Ruta 1,Domingo,16,24,Lluvioso
Ruta 1,Viernes,42,37,Nublado
Ruta 2,Martes,28,14,Nublado
Ruta 3,Jueves,20,36,Lluvioso
Ruta 4,Domingo,56,21,Soleado
Ruta 5,Viernes,20,24,Lluvioso
Ruta 1,Martes,28,18,Lluvioso
Ruta 5,Viernes,56,39,Nublado
Ruta 2,Sábado,40,17,Nublado
Ruta 1,Miércoles,36,10,Soleado
Ruta 3,Miércoles,57,33,Soleado
Ruta 3,Jueves,53,28,Soleado
Ruta 1,Miércoles,48,19,Soleado
Ruta 3,Viernes,50,26,Soleado
Ruta 1,Lunes,60,18,Nublado
Ruta 3,Lunes,34,23,Nublado
Ruta 3,Lunes,39,44,Nublado
Ruta 3,Sábado,24,8,Nublado
Ruta 5,Miércoles,36,13,Lluvioso
Ruta 4,Jueves,59,47,Lluvioso
Ruta 1,Martes,37,26,Lluvioso
Ruta 1,Domingo,59,32,Lluvioso
Ruta 3,Jueves,21,36,Soleado
Ruta 1,Domingo,58,15,Nublado
Ruta 3,Domingo,36,12,Nublado
Ruta 3,Viernes,37,49,Soleado
Ruta 5,Miércoles,23,48,Soleado
Ruta 5,Miércoles,47,25,Nublado
Ruta 1,Sábado,44,41,Soleado
Ruta 3,Domingo,18,47,Nublado
Ruta 3,Lunes,45,13,Soleado
Ruta 3,Sábado,36,16,Nublado
Ruta 2,Jueves,46,28,Lluvioso
Ruta 5,Miércoles,57,23,Soleado
Ruta 2,Domingo,54,19,Lluvioso
Ruta 4,Martes,50,31,Soleado
Ruta 2,Miércoles,34,8,Soleado
Ruta 3,Viernes,46,11,Nublado
Ruta 5,Miércoles,15,48,Nublado
Ruta 2,Viernes,50,30,Soleado
Ruta 5,Domingo,28,11,Lluvioso
Ruta 3,Martes,39,45,Soleado
Ruta 4,Jueves,21,29,Nublado
Ruta 2,Domingo,47,37,Soleado
Ruta 4,Miércoles,45,37,Lluvioso
Ruta 4,Martes,43,45,Nublado
Ruta 2,Miércoles,49,7,Lluvioso
Ruta 5,Miércoles,57,44,Lluvioso
Ruta 3,Sábado,38,9,Lluvioso
Ruta 5,Jueves,16,43,Nublado
Ruta 4,Martes,23,16,Nublado
Ruta 4,Domingo,30,32,Nublado
Ruta 1,Domingo,41,15,Lluvioso
Ruta 3,Martes,30,21,Lluvioso
Ruta 1,Jueves,41,30,Nublado
Ruta 2,Viernes,51,13,Soleado
Ruta 2,Sábado,59,41,Soleado
Ruta 3,Jueves,51,41,Soleado
Ruta 4,Sábado,51,13,Nublado
Ruta 5,Domingo,46,23,Soleado
Ruta 2,Viernes,45,50,Nublado
Ruta 1,Viernes,34,49,Lluvioso
Ruta 1,Domingo,40,12,Lluvioso
Ruta 3,Viernes,27,46,Lluvioso
Ruta 2,Jueves,36,23,Nublado
Ruta 4,Lunes,18,37,Nublado
Ruta 4,Jueves,40,35,Soleado
Ruta 4,Miércoles,18,18,Nublado
Ruta 1,Domingo,57,22,Nublado
Ruta 4,Lunes,15,47,Lluvioso
Ruta 5,Viernes,27,13,Soleado
Ruta 2,Miércoles,53,20,Nublado
Ruta 3,Jueves,58,17,Soleado
Ruta 5,Sábado,57,29,Nublado
Ruta 3,Viernes,15,22,Nublado
Ruta 3,Lunes,52,42,Lluvioso
Ruta 2,Martes,28,44,Soleado
Ruta 3,Domingo,37,46,Nublado
Ruta 4,Lunes,48,26,Lluvioso
Ruta 4,Sábado,38,11,Soleado
Ruta 2,Sábado,19,28,Soleado
Ruta 4,Domingo,25,20,Lluvioso
Ruta 5,Domingo,36,5,Soleado
Ruta 5,Domingo,36,17,Lluvioso
Ruta 1,Domingo,27,5,Nublado
Ruta 5,Jueves,18,34,Lluvioso
Ruta 3,Martes,44,7,Lluvioso
Ruta 3,Jueves,36,11,Lluvioso
Ruta 5,Lunes,37,10,Lluvioso
Ruta 2,Sábado,43,11,Lluvioso
Ruta 3,Miércoles,45,48,Nublado
Ruta 1,Jueves,46,42,Soleado
Ruta 1,Domingo,57,15,Nublado
Ruta 2,Viernes,23,28,Lluvioso
Ruta 5,Viernes,25,25,Nublado
Ruta 1,Viernes,45,39,Soleado
Ruta 3,Domingo,25,26,Lluvioso
Ruta 2,Jueves,55,47,Soleado
Ruta 3,Jueves,19,48,Soleado
Ruta 5,Sábado,54,41,Lluvioso
Ruta 4,Jueves,25,49,Lluvioso
Ruta 1,Miércoles,38,46,Nublado
Ruta 1,Viernes,47,14,Nublado
Ruta 1,Jueves,40,35,Soleado
Ruta 5,Sábado,28,34,Nublado
Ruta 2,Sábado,54,41,Nublado
Ruta 5,Domingo,20,26,Lluvioso
Ruta 3,Domingo,24,25,Lluvioso
Ruta 5,Miércoles,46,28,Nublado
Ruta 4,Viernes,21,29,Soleado
Ruta 4,Miércoles,38,47,Lluvioso
Ruta 2,Martes,40,31,Soleado
Ruta 3,Domingo,42,24,Soleado
Ruta 1,Martes,44,48,Lluvioso
Ruta 5,Miércoles,55,24,Nublado
Ruta 1,Jueves,22,14,Lluvioso
Ruta 2,Viernes,57,42,Lluvioso
Ruta 3,Viernes,44,36,Lluvioso
Ruta 1,Martes,46,24,Lluvioso
Ruta 2,Martes,23,6,Lluvioso
Ruta 4,Domingo,19,18,Soleado
Ruta 4,Domingo,31,20,Lluvioso
Ruta 3,Domingo,23,40,Nublado
Ruta 1,Miércoles,43,8,Nublado
Ruta 1,Lunes,50,46,Lluvioso
Ruta 2,Sábado,31,13,Nublado
Ruta 4,Viernes,31,5,Nublado
Ruta 2,Jueves,42,46,Lluvioso
Ruta 3,Martes,49,12,Soleado
Ruta 4,Martes,48,48,Soleado
Ruta 4,Viernes,37,14,Nublado
Ruta 2,Sábado,29,6,Nublado
Ruta 2,Jueves,33,25,Nublado
Ruta 5,Miércoles,56,21,Soleado
Ruta 3,Jueves,21,42,Nublado
Ruta 2,Martes,35,22,Soleado
Ruta 5,Martes,37,29,Lluvioso
Ruta 4,Jueves,56,49,Nublado
Ruta 4,Miércoles,18,43,Nublado
Ruta 1,Sábado,37,47,Soleado
Ruta 2,Jueves,32,42,Lluvioso
Ruta 2,Jueves,16,31,Nublado
Ruta 5,Sábado,46,12,Lluvioso
Ruta 3,Viernes,58,25,Lluvioso
Ruta 3,Domingo,39,50,Soleado
Ruta 2,Lunes,38,14,Nublado
Ruta 2,Martes,43,38,Lluvioso
Ruta 1,Lunes,20,21,Soleado
Ruta 4,Martes,56,38,Lluvioso
Ruta 5,Miércoles,51,22,Lluvioso
Ruta 3,Domingo,30,37,Lluvioso
Ruta 5,Miércoles,44,14,Lluvioso
Ruta 3,Miércoles,34,19,Nublado
Ruta 3,Sábado,48,36,Nublado
Ruta 4,Lunes,28,15,Soleado
Ruta 2,Miércoles,35,47,Nublado
Ruta 2,Viernes,51,14,Soleado
Ruta 4,Domingo,47,28,Lluvioso
Ruta 1,Martes,36,18,Lluvioso
Ruta 1,Sábado,27,46,Soleado
Ruta 1,Miércoles,28,33,Nublado
Ruta 3,Viernes,59,8,Nublado
Ruta 1,Domingo,55,13,Soleado
Ruta 3,Lunes,23,9,Lluvioso
Ruta 4,Miércoles,42,48,Soleado
Ruta 5,Domingo,24,41,Soleado
Ruta 1,Viernes,21,21,Soleado
Ruta 5,Lunes,59,13,Lluvioso
Ruta 3,Martes,29,12,Lluvioso
Ruta 4,Jueves,20,31,Nublado
Ruta 3,Domingo,38,19,Soleado
Ruta 4,Jueves,28,43,Lluvioso
Ruta 5,Domingo,37,43,Nublado
Ruta 4,Lunes,34,38,Lluvioso
Ruta 4,Jueves,40,38,Lluvioso
Ruta 5,Lunes,49,37,Nublado
Ruta 4,Lunes,27,39,Soleado
Ruta 2,Miércoles,45,48,Lluvioso
Ruta 5,Viernes,45,19,Lluvioso
Ruta 4,Viernes,41,11,Nublado
Ruta 2,Miércoles,21,26,Lluvioso
Ruta 2,Martes,31,20,Lluvioso
Ruta 5,Sábado,43,31,Soleado
Ruta 5,Viernes,51,39,Nublado
Ruta 1,Jueves,31,47,Lluvioso
Ruta 1,Jueves,43,26,Nublado
Ruta 2,Viernes,38,42,Nublado
Ruta 5,Jueves,41,27,Nublado
Ruta 5,Martes,55,33,Lluvioso
Ruta 2,Viernes,60,32,Lluvioso
Ruta 2,Lunes,60,45,Nublado
Ruta 5,Lunes,50,26,Nublado
Ruta 4,Jueves,19,5,Nublado
Ruta 1,Miércoles,22,50,Soleado
Ruta 1,Miércoles,41,42,Nublado
Ruta 1,Sábado,19,43,Soleado
Ruta 5,Domingo,53,7,Soleado
Ruta 5,Lunes,36,41,Nublado
Ruta 2,Martes,17,19,Soleado
Ruta 5,Viernes,19,40,Nublado
Ruta 4,Jueves,19,46,Lluvioso
Ruta 2,Jueves,41,38,Soleado
Ruta 2,Jueves,24,43,Lluvioso
Ruta 5,Lunes,32,49,Soleado
Ruta 2,Sábado,47,26,Nublado
Ruta 3,Miércoles,27,15,Nublado
Ruta 1,Jueves,20,50,Nublado
Ruta 3,Domingo,28,13,Nublado
Ruta 4,Viernes,57,16,Nublado
Ruta 2,Martes,35,12,Lluvioso
Ruta 2,Jueves,26,6,Lluvioso
Ruta 3,Miércoles,36,22,Soleado
Ruta 3,Miércoles,16,30,Nublado
Ruta 5,Viernes,31,39,Lluvioso
Ruta 3,Lunes,18,32,Lluvioso
Ruta 4,Lunes,41,44,Soleado
Ruta 5,Viernes,30,23,Soleado
Ruta 2,Martes,35,29,Soleado
Ruta 4,Domingo,47,6,Nublado
Ruta 3,Jueves,51,17,Nublado
Ruta 5,Lunes,21,28,Lluvioso
Ruta 5,Miércoles,33,11,Nublado
Ruta 4,Lunes,54,47,Soleado
Ruta 1,Lunes,60,13,Nublado
Ruta 1,Domingo,58,22,Soleado
Ruta 4,Domingo,49,49,Soleado
Ruta 4,Lunes,52,11,Soleado
Ruta 2,Viernes,49,42,Soleado
Ruta 2,Sábado,41,48,Soleado
Ruta 1,Miércoles,54,20,Nublado
Ruta 3,Sábado,52,33,Nublado
Ruta 5,Viernes,55,32,Soleado
Ruta 1,Domingo,20,22,Nublado
Ruta 5,Viernes,20,11,Soleado
Ruta 4,Lunes,32,37,Soleado
Ruta 4,Sábado,40,46,Nublado
Ruta 5,Viernes,49,31,Lluvioso
Ruta 5,Sábado,50,13,Soleado
Ruta 3,Viernes,55,27,Soleado
Ruta 4,Domingo,48,10,Soleado
Ruta 1,Domingo,16,8,Lluvioso
Ruta 5,Lunes,28,44,Lluvioso
Ruta 3,Lunes,33,42,Lluvioso
Ruta 2,Domingo,26,32,Lluvioso
Ruta 2,Martes,17,40,Lluvioso
Ruta 1,Sábado,19,18,Soleado
Ruta 1,Sábado,18,5,Lluvioso
Ruta 1,Jueves,15,29,Soleado
Ruta 1,Domingo,37,35,Soleado
Ruta 3,Jueves,34,5,Lluvioso
Ruta 5,Miércoles,58,10,Nublado
Ruta 4,Domingo,55,21,Nublado
Ruta 3,Domingo,41,46,Lluvioso
Ruta 5,Lunes,46,39,Lluvioso
Ruta 2,Lunes,26,34,Nublado
Ruta 3,Jueves,50,49,Nublado
Ruta 3,Sábado,56,39,Nublado
Ruta 4,Miércoles,40,41,Lluvioso
Ruta 2,Sábado,42,31,Lluvioso
Ruta 1,Miércoles,27,38,Soleado
Ruta 2,Martes,28,8,Nublado
Ruta 3,Domingo,21,33,Nublado
Ruta 4,Domingo,49,15,Lluvioso
Ruta 5,Jueves,15,8,Lluvioso
Ruta 3,Lunes,49,42,Soleado
Ruta 1,Viernes,21,14,Soleado
Ruta 3,Viernes,18,43,Nublado
Ruta 5,Domingo,49,14,Soleado
Ruta 2,Jueves,58,9,Nublado
Ruta 4,Lunes,23,48,Soleado
Ruta 1,Viernes,39,29,Nublado
Ruta 4,Jueves,38,34,Lluvioso
Ruta 5,Sábado,27,30,Nublado
Ruta 2,Domingo,32,14,Soleado
Ruta 1,Viernes,27,32,Nublado
Ruta 4,Domingo,49,44,Nublado
Ruta 3,Lunes,30,27,Lluvioso
Ruta 1,Miércoles,15,50,Lluvioso
Ruta 4,Jueves,59,49,Soleado
Ruta 4,Domingo,34,49,Lluvioso
Ruta 3,Jueves,32,14,Soleado
Ruta 5,Jueves,60,45,Nublado
Ruta 5,Viernes,57,35,Lluvioso
Ruta 5,Viernes,16,29,Soleado
Ruta 5,Viernes,31,38,Nublado
Ruta 4,Sábado,16,11,Nublado
Ruta 1,Viernes,16,35,Nublado
Ruta 1,Martes,16,21,Soleado
Ruta 2,Miércoles,38,41,Soleado
Ruta 4,Domingo,32,32,Soleado
Ruta 2,Lunes,59,43,Soleado
Ruta 1,Sábado,47,32,Lluvioso
Ruta 2,Lunes,21,12,Nublado
Ruta 2,Jueves,34,34,Soleado
Ruta 4,Domingo,52,7,Soleado
Ruta 5,Viernes,54,12,Soleado
Ruta 4,Sábado,31,39,Lluvioso
Ruta 2,Sábado,41,11,Nublado
Ruta 4,Miércoles,19,18,Lluvioso
Ruta 1,Martes,22,36,Soleado
Ruta 4,Martes,57,36,Lluvioso
Ruta 5,Miércoles,26,48,Soleado
Ruta 5,Sábado,58,6,Lluvioso
Ruta 2,Lunes,52,16,Lluvioso
Ruta 3,Viernes,30,49,Soleado
Ruta 1,Martes,38,23,Lluvioso
Ruta 1,Martes,47,16,Soleado
Ruta 4,Lunes,21,13,Lluvioso
Ruta 5,Martes,45,5,Nublado
Ruta 3,Lunes,43,15,Lluvioso
Ruta 3,Miércoles,59,32,Nublado
Ruta 3,Domingo,60,15,Soleado
Ruta 5,Lunes,57,24,Soleado
Ruta 5,Miércoles,29,40,Soleado
Ruta 2,Lunes,33,23,Lluvioso
Ruta 3,Lunes,21,50,Lluvioso
Ruta 1,Viernes,24,26,Nublado
Ruta 3,Miércoles,42,7,Soleado
Ruta 3,Martes,22,32,Soleado
Ruta 5,Miércoles,19,49,Lluvioso
Ruta 3,Sábado,24,49,Nublado
Ruta 2,Jueves,28,19,Nublado
Ruta 2,Martes,45,42,Nublado
Ruta 5,Sábado,15,27,Soleado
Ruta 2,Sábado,41,6,Nublado
Ruta 1,Viernes,18,13,Lluvioso
Ruta 1,Viernes,26,43,Lluvioso
Ruta 1,Jueves,43,35,Lluvioso
Ruta 3,Domingo,23,32,Nublado
Ruta 3,Miércoles,21,23,Lluvioso
Ruta 5,Lunes,48,5,Soleado
